dataset,budget,budget_pct,split_seed,evidence_source,source_label,progress_fraction,residual_exchange_gap
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.682650
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.536632
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.390614
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.327015
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.263416
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.214331
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.179761
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.145191
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.106238
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.067285
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.043204
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.033995
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.024787
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.022397
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.020006
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.015049
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.007524
PeMS7_228,0.2,20,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.879973
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.766805
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.684502
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.612256
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.557610
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.505192
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.454632
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.400103
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.344087
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.293138
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.242809
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.193614
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.144678
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.096432
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.063489
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.048910
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.034562
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.020346
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.009769
PeMS7_228,0.2,20,26,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.903352
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.809727
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.729711
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.649612
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.569365
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.498877
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.436522
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.376126
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.316465
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.258024
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.202531
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.175311
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.148424
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.122421
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.097002
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.072283
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.054300
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.040164
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.020677
PeMS7_228,0.2,20,27,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.869354
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.738708
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.627069
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.520860
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.428352
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.346805
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.269743
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.201653
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.138153
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.111375
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.084596
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.059910
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.035486
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.021955
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.013870
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.007711
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.003960
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.000938
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.000469
PeMS7_228,0.2,20,28,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.861526
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.723052
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.594797
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.466541
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.374703
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.282864
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.233365
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.183867
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.154848
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.125829
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.108702
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.091576
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.074143
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.056711
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.047882
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.039054
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.026709
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.014365
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.007182
PeMS7_228,0.2,20,29,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.880691
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.762565
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.649762
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.547123
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.462273
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.403625
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.366812
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.324523
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.280181
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.245531
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.212632
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.187558
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.162534
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.137644
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.115266
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.095903
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.071518
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.044263
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.021619
PeMS7_228,0.2,20,30,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.865925
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.743716
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.674896
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.607101
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.541095
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.481846
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.428228
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.380595
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.335206
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.288052
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.239904
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.183594
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.135632
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.109930
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.082010
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.051429
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.034528
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.025445
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.013086
PeMS7_228,0.2,20,31,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.903453
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.806905
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.710421
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.613937
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.544809
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.475682
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.412727
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.349771
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.300056
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.250340
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.196814
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.143288
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.114448
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.085609
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.065183
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.044757
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.041122
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.037488
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.018744
PeMS7_228,0.2,20,32,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.867273
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.746115
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.677017
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.613270
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.558891
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.512044
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.471475
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.429919
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.387991
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.310877
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.234065
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.195452
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.161312
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.139096
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.116531
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.093549
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.074721
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.058268
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.030402
PeMS7_228,0.2,20,33,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.884471
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.771372
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.669214
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.568708
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.471094
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.390968
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.325418
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.265735
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.208253
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.172508
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.139251
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.109118
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.081607
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.70,0.061088
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.75,0.042919
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.80,0.027569
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.85,0.015097
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.90,0.004269
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.95,0.001265
PeMS7_228,0.2,20,34,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,1.00,0.000000
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.00,1.000000
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.05,0.848877
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.10,0.697755
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.15,0.580289
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.20,0.462824
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.25,0.409358
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.30,0.355891
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.35,0.300054
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.40,0.244216
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.45,0.215015
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.50,0.185814
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.55,0.164515
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.60,0.143217
PeMS7_228,0.3,30,25,stage16_replaceable:pems7_228_20_30_fullsearch,Stage16 calibrated rerun,0.65,0.128517
