budget,robustness_family,robustness_condition,failure_rate,noise_scale,missing_rate,missing_block_steps,cost_proxy,cost_budget,split_mode,source,candidate_row_count,selected_count,validation_mae_mean,validation_mae_std,selected_validation_mae_mean,selected_validation_mae_std,posterior_trace_mean,posterior_trace_std,selected_posterior_trace_mean,selected_posterior_trace_std,scenario_cvar_trace_mean,scenario_cvar_trace_std,selected_scenario_cvar_trace_mean,selected_scenario_cvar_trace_std,condition_number_mean,condition_number_std,selected_condition_number_mean,selected_condition_number_std,coverage_penalty_mean,coverage_penalty_std,selected_coverage_penalty_mean,selected_coverage_penalty_std,rcss_score_mean,rcss_score_std,selected_rcss_score_mean,selected_rcss_score_std
0.2,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,swap_from_best_random_trace,10,0,3.0709024080603626,0.6354045986005771,,,345.5639832099713,3.443476082309404,,,327.21319528786523,10.738284539509078,,,271.54558239589795,16.85603204002395,,,0.028596621859936465,0.0007796544918581824,,,0.12378084485294547,0.04550385523791843,,
0.2,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,swap_from_greedy_a_trace,10,0,3.0236220601583463,0.6127873640940892,,,337.780817036011,3.8775115273773384,,,321.60596316393134,9.148892874380868,,,269.58902024786306,9.734173891441912,,,0.028710271583650065,0.0005555157554460973,,,0.08370381862619944,0.037450450191890354,,
0.2,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,swap_from_scenario_average,10,0,3.0590091781703466,0.6342969204408081,,,339.92232909426974,3.7180376940575175,,,318.2106914137774,9.956176113153258,,,275.209602631576,15.313755516314867,,,0.02854959438805497,0.0006682046617736775,,,0.10993494457998879,0.039753931186010984,,
0.2,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,swap_from_scenario_cvar,10,1,3.0586261090064832,0.6268492939282749,3.243492582813775,,340.51173070435516,4.033664668270599,340.9392418884263,,316.2463286227516,9.005878063285234,307.77026469678685,,281.62875020520454,10.39748121100375,270.1430870665175,,0.028710271583650054,0.0005036362481491959,0.0290786534467217,,0.11610675719857164,0.05414450390237849,0.0424462922909869,
0.2,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,top_variance,10,0,3.2094391066309456,0.5946319269467285,,,514.8526695382232,5.304671638151543,,,497.19392955229216,20.963009568911843,,,1047.57437605254,30.41653029809349,,,0.06541129443116353,0.005812558803306626,,,0.3169530594321837,0.1343135302522712,,
0.2,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,validation_swap,30,0,2.968319550667223,0.2963087349622742,,,383.3357118937657,20.54117938082747,,,364.1925630747952,27.60684577228213,,,320.12087638923975,51.21049404187101,,,0.028432025708351245,0.000675008076089474,,,0.5147973534454973,0.41558533946313375,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,coverage,10,0,2.8130457567654874,0.5455791153277936,,,315.03090252804043,3.352599411120123,,,289.36977507238345,7.766431345156929,,,190.50577838102774,4.759467913304484,,,0.022808323862522996,3.657118196434064e-18,,,0.08212456750341338,0.03979002170056272,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,degree,10,0,3.5821697976771176,0.7476234045800422,,,407.364270704339,5.212441537115623,,,351.4120746998413,12.833247610120653,,,602.895164451749,22.72892030805765,,,0.11419837755222,0.0,,,0.8574502394906105,0.08506135141719577,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,graph_sampling_laplacian,10,0,3.7381104552342657,0.8027882999858553,,,430.8986557393553,4.544250458235392,,,377.9475212180515,13.81053295508978,,,519.4778970051597,20.399587174994945,,,0.1138848610730101,0.0,,,0.99406542685031,0.013790436711372402,,
0.3,baseline,baseline,0.0,0.0,0.0,0,none,0.0,random,greedy_a_trace,10,0,2.901661079119285,0.6105673805690764,,,276.20862161648546,2.8046998756853845,,,255.621132509206,7.602049753189922,,,175.53009835415145,7.291584801065878,,,0.02236156287964882,0.00027846350996276083,,,0.14280697911688406,0.05218552127339704,,
